project_title,project_url,university_name,supervisors_info,applications_info
PhD Research Project: Uncovering the mechanisms of cryoprotectant toxicity and improving cryopreservation protocols at University of Birmingham,/phds/project/uncovering-the-mechanisms-of-cryoprotectant-toxicity-and-improving-cryopreservation-protocols/?p143118,University of Birmingham,Supervisor: Prof JP Magalhaes,Year round applications
PhD Research Project: Data-driven approaches for in-line monitoring of particle attributes in chemical and pharmaceutical manufacturing processes at University of Strathclyde,/phds/project/data-driven-approaches-for-in-line-monitoring-of-particle-attributes-in-chemical-and-pharmaceutical-manufacturing-processes/?p121432,University of Strathclyde,"Supervisors: Dr J Cardona, Dr Y Chen, Dr C Tachtatzis",Year round applications
PhD Research Project: Nano-engineering of materials for energy conversion and storage applications at University of Strathclyde,/phds/project/nano-engineering-of-materials-for-energy-conversion-and-storage-applications/?p121435,University of Strathclyde,"Supervisors: Dr D Neagu, Prof S Roy",Year round applications
PhD Research Project: Understanding and scale up of secondary nucleation in pharmaceutical crystallisation at University of Strathclyde,/phds/project/understanding-and-scale-up-of-secondary-nucleation-in-pharmaceutical-crystallisation/?p142442,University of Strathclyde,"Supervisors: Prof J Sefcik, Dr M Haw",Year round applications
PhD Research Project: Liquid metals embrittlement behaviour of fusion materials under radiation environment at University of Birmingham,/phds/project/liquid-metals-embrittlement-behaviour-of-fusion-materials-under-radiation-environment/?p154525,University of Birmingham,"Supervisors: Prof Y Chiu, Prof M Freer",Year round applications
PhD Research Project: Sustainable carbon nanomaterials for electrochemical energy conversion in hydrogen fuel cells at University of Strathclyde,/phds/project/sustainable-carbon-nanomaterials-for-electrochemical-energy-conversion-in-hydrogen-fuel-cells/?p154522,University of Strathclyde,Supervisor: Dr S Lyth,Year round applications
PhD Research Project: Nanocellulose as a sustainable electrolyte for electrochemical energy conversion at University of Strathclyde,/phds/project/nanocellulose-as-a-sustainable-electrolyte-for-electrochemical-energy-conversion/?p154520,University of Strathclyde,"Supervisors: Dr S Lyth, Dr E Brightman",Year round applications
PhD Research Project: How do we decarbonize everything? at University of Strathclyde,/phds/project/how-do-we-decarbonize-everything/?p84024,University of Strathclyde,Supervisor: Dr M Haw,Year round applications
PhD Research Project: Organisational implications of robotics and automation in construction supply chains at University of Reading,/phds/project/organisational-implications-of-robotics-and-automation-in-construction-supply-chains/?p144128,University of Reading,Supervisor: Dr R Dowsett,Year round applications
PhD Research Project: Process and information modelling for managing risk in infrastructure projects at University of Reading,/phds/project/process-and-information-modelling-for-managing-risk-in-infrastructure-projects/?p154496,University of Reading,"Supervisors: Prof I Dikmen, Dr T Lees",Year round applications
PhD Research Project: Self-funded PhD research projects in Palynology at University of Sheffield,/phds/project/self-funded-phd-research-projects-in-palynology/?p154492,University of Sheffield,Supervisor: Prof C H Wellman,Year round applications
PhD Research Project: Controlling airborne infectious disease transmission in indoor environment at University of Reading,/phds/project/controlling-airborne-infectious-disease-transmission-in-indoor-environment/?p132397,University of Reading,Supervisor: Prof L Shao,Year round applications
PhD Research Project: Decarbonisation of the Food System at University of Reading,/phds/project/decarbonisation-of-the-food-system/?p83353,University of Reading,Supervisor: Dr E Mohareb,Year round applications
PhD Research Project: Development and Machine Learning-based Drug Release Prediction of Age-appropriate Combined Therapy at Queen’s University Belfast,/phds/project/development-and-machine-learning-based-drug-release-prediction-of-age-appropriate-combined-therapy/?p154487,Queen’s University Belfast,Supervisor: Dr M Zhao,Year round applications
PhD Research Project: Sustainable Recycled Textiles for Engineering Applications at University of Birmingham,/phds/project/sustainable-recycled-textiles-for-engineering-applications/?p154473,University of Birmingham,"Supervisors: Dr O Doustdar, Dr JH Herreros",Year round applications
PhD Research Project: Biology of Ageing and Rejuvenation at University of Birmingham,/phds/project/biology-of-ageing-and-rejuvenation/?p154463,University of Birmingham,Supervisor: Prof JP Magalhaes,Year round applications
PhD Research Project: Making High Efficiency Flexible Solar Cells at University of Sheffield,/phds/project/making-high-efficiency-flexible-solar-cells/?p152351,University of Sheffield,"Supervisors: Dr S Ebbens, Dr A Dunbar",Year round applications
PhD Research Project: Development of the Mg battery at University of Nottingham,/phds/project/development-of-the-mg-battery/?p154436,University of Nottingham,"Supervisors: Dr L Johnson, Dr G Newton, Dr DAW Walsh",Year round applications
PhD Research Project: Adjoint optimisation of aero engine fuel passages at University of Sheffield,/phds/project/adjoint-optimisation-of-aero-engine-fuel-passages/?p154431,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Development of efficient methodology for large deformations in conjugate heat transfer simulations at University of Sheffield,/phds/project/development-of-efficient-methodology-for-large-deformations-in-conjugate-heat-transfer-simulations/?p154430,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Development of a Lattice-Boltzmann based model for the deposition process in chemically reacting flows at University of Sheffield,/phds/project/development-of-a-lattice-boltzmann-based-model-for-the-deposition-process-in-chemically-reacting-flows/?p154428,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Generation of automated chemical reaction pathways for aviation fuels at University of Sheffield,/phds/project/generation-of-automated-chemical-reaction-pathways-for-aviation-fuels/?p154426,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Development of a new model for particle wall deposition on heated surfaces at University of Sheffield,/phds/project/development-of-a-new-model-for-particle-wall-deposition-on-heated-surfaces/?p154424,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Effects of nozzle design and surface temperature on the wall shear stresses of impinging jets at University of Sheffield,/phds/project/effects-of-nozzle-design-and-surface-temperature-on-the-wall-shear-stresses-of-impinging-jets/?p154423,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Numerical investigation of insoluble deposition on heated surfaces at University of Sheffield,/phds/project/numerical-investigation-of-insoluble-deposition-on-heated-surfaces/?p154422,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
PhD Research Project: Impeller shape optimisation for improved mixing in stirred reactors at University of Sheffield,/phds/project/impeller-shape-optimisation-for-improved-mixing-in-stirred-reactors/?p154421,University of Sheffield,"Supervisors: Prof M Pourkashanian, Dr S Siouris",Year round applications
"PhD Research Project: PhD Opportunities in the Department of Economics at Royal Holloway, University of London",/phds/project/phd-opportunities-in-the-department-of-economics/?p154407,"Royal Holloway, University of London",Supervisor: Prof M Galenianos,Year round applications
PhD Research Project: The Protection Offered by UN Peace Operations at University of Reading,/phds/project/the-protection-offered-by-un-peace-operations/?p154404,University of Reading,"Supervisors: Dr A Gilder, Prof R Freedman",Year round applications
PhD Research Project: International refugee law: is universality of eligibility criteria achievable? is it desirable? at University of Reading,/phds/project/international-refugee-law-is-universality-of-eligibility-criteria-achievable-is-it-desirable/?p154402,University of Reading,Supervisor: Dr R Ziegler,Year round applications
PhD Research Project: Unravelling mechanisms of cytoskeletal regulation that control neuronal health and disease at University of York,/phds/project/unravelling-mechanisms-of-cytoskeletal-regulation-that-control-neuronal-health-and-disease/?p152986,University of York,"Supervisors: Dr I Hahn, Dr S Sweeney, Prof A Wade",Year round applications
PhD Research Project: Unlocking the non-coding secrets of the human immune system at University of York,/phds/project/unlocking-the-non-coding-secrets-of-the-human-immune-system/?p152997,University of York,"Supervisors: Prof D Lagos, Dr D Boucher",Year round applications
PhD Research Project: Towards New Antivirals for the Treatment of COVID-19: Fragment-Based Lead Generation of Small Molecule Inhibitors of the Nsp3 Macrodomain in SARS-CoV-2 at University of York,/phds/project/towards-new-antivirals-for-the-treatment-of-covid-19-fragment-based-lead-generation-of-small-molecule-inhibitors-of-the-nsp3-macrodomain-in-sars-cov-2/?p153002,University of York,Supervisor: Prof P O'Brien,Year round applications
PhD Research Project: Tissue-specific roles of human endogenous retroviruses in urothelial carcinoma at University of York,/phds/project/tissue-specific-roles-of-human-endogenous-retroviruses-in-urothelial-carcinoma/?p152983,University of York,"Supervisors: Dr A Mason, Dr S Baker",Year round applications
PhD Research Project: Therapeutic potential of extracellular vesicles from different mesenchymal stem cell subtypes at University of York,/phds/project/therapeutic-potential-of-extracellular-vesicles-from-different-mesenchymal-stem-cell-subtypes/?p152990,University of York,Supervisor: Prof P G Genever,Year round applications
